2019-04-29 20:31:56.798604,0.00014683
2019-04-29 20:31:59.250604,0.00014683
2019-04-29 20:32:00.520604,0.00014683
2019-04-29 20:32:01.807604,0.00014683
2019-04-29 20:32:03.104604,0.00014683
2019-04-29 20:32:04.384604,0.00014683
2019-04-29 20:32:05.694604,0.00014683
2019-04-29 20:32:06.976604,0.00014683
2019-04-29 20:32:08.254604,0.00014683
2019-04-29 20:32:09.531604,0.00014683
2019-04-29 20:32:10.817604,0.00014683
2019-04-29 20:32:12.088604,0.00014683
2019-04-29 20:32:13.372604,0.00014683
2019-04-29 20:32:14.675604,0.00014683
2019-04-29 20:32:15.957604,0.00014683
2019-04-29 20:32:17.319604,0.00014683
2019-04-29 20:32:18.688604,0.00014683
2019-04-29 20:32:20.244604,0.00014683
2019-04-29 20:32:21.500604,0.00014683
2019-04-29 20:32:22.761604,0.00014683
2019-04-29 20:32:24.049604,0.00014683
2019-04-29 20:32:25.316604,0.00014683
2019-04-29 20:32:26.865604,0.00014683
2019-04-29 20:32:28.179604,0.00014683
2019-04-29 20:32:29.454604,0.00014683
2019-04-29 20:32:30.755604,0.00014683
2019-04-29 20:32:32.055604,0.00014683
2019-04-29 20:32:33.363604,0.00014683
2019-04-29 20:32:34.694604,0.00014683
2019-04-29 20:32:35.961604,0.00014683
2019-04-29 20:32:37.265604,0.00014683
2019-04-29 20:32:38.528604,0.00014683
2019-04-29 20:32:39.834604,0.00014683
2019-04-29 20:32:41.153604,0.00014683
2019-04-29 20:32:42.431604,0.00014683
2019-04-29 20:32:43.696604,0.00014683
2019-04-29 20:32:44.964604,0.00014683
2019-04-29 20:32:46.216604,0.00014683
2019-04-29 20:32:47.490604,0.00014683
2019-04-29 20:32:48.789604,0.00014683
2019-04-29 20:32:50.239604,0.00014683
2019-04-29 20:32:51.801604,0.00014683
2019-04-29 20:32:53.389604,0.00014683
2019-04-29 20:32:55.034604,0.00014683
2019-04-29 20:32:56.536604,0.00014683
2019-04-29 20:32:57.802604,0.00014683
2019-04-29 20:32:59.095604,0.00014683
2019-04-29 20:33:00.369604,0.00014683
2019-04-29 20:33:01.668604,0.00014683
2019-04-29 20:33:03.004604,0.00014683
2019-04-29 20:33:04.281604,0.00014683
2019-04-29 20:33:05.555604,0.00014683
2019-04-29 20:33:06.879604,0.00014683
2019-04-29 20:33:08.164604,0.00014683
2019-04-29 20:33:09.484604,0.00014683
2019-04-29 20:33:10.847604,0.00014683
2019-04-29 20:33:12.114604,0.00014683
2019-04-29 20:33:13.382604,0.00014683
2019-04-29 20:33:14.671604,0.00014683
